a_age,a_gender,a_race,crime,weapon
30,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Firearm
30,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
30,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Firearm
30,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
30,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Firearm
19,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
19,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Firearm
19,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
19,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Firearm
19,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
19,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Firearm
19,M,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Handgun
19,M,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Firearm
19,M,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Handgun
19,M,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Firearm
19,M,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Handgun
19,M,American Indian or Alaska Native,Murder and Nonnegligent Manslaughter,Firearm
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,M,White,Murder and Nonnegligent Manslaughter,Handgun
39,F,White,Murder and Nonnegligent Manslaughter,Firearm
21,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
21,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
34,M,White,Negligent Manslaughter,Fire/Incendiary Device
34,M,White,Negligent Manslaughter,Fire/Incendiary Device
34,M,White,Negligent Manslaughter,Fire/Incendiary Device
34,M,White,Negligent Manslaughter,Fire/Incendiary Device
34,M,White,Negligent Manslaughter,Fire/Incendiary Device
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
28,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
46,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
39,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
30,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
37,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
21,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
47,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
37,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
52,M,White,Murder and Nonnegligent Manslaughter,Handgun
49,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
40,M,White,Murder and Nonnegligent Manslaughter,Other
40,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
54,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
44,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
58,M,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
48,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
21,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
55,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
55,M,White,Murder and Nonnegligent Manslaughter,Shotgun
19,M,White,Murder and Nonnegligent Manslaughter,Other
18,M,White,Murder and Nonnegligent Manslaughter,Other
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
43,M,White,Murder and Nonnegligent Manslaughter,Handgun
43,M,White,Murder and Nonnegligent Manslaughter,Handgun
24,M,White,Murder and Nonnegligent Manslaughter,Unknown
64,M,White,Murder and Nonnegligent Manslaughter,Handgun
64,M,White,Murder and Nonnegligent Manslaughter,Handgun
28,M,White,Murder and Nonnegligent Manslaughter,Handgun
25,M,White,Murder and Nonnegligent Manslaughter,Handgun
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
37,M,White,Negligent Manslaughter,Handgun
35,M,White,Murder and Nonnegligent Manslaughter,Unknown
30,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
29,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
68,F,White,Negligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
38,M,White,Murder and Nonnegligent Manslaughter,Shotgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
44,F,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
42,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
17,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,White,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Other
25,M,Black or African American,Negligent Manslaughter,Other
24,M,Black or African American,Negligent Manslaughter,Other
27,M,Black or African American,Negligent Manslaughter,Other
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
37,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
39,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,White,Murder and Nonnegligent Manslaughter,Drugs/Narcotics/Sleeping Pills
37,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
33,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
26,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
51,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
51,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
18,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
48,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
38,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
38,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
38,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
38,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
19,M,White,Murder and Nonnegligent Manslaughter,Unknown
22,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
41,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
37,F,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
25,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
25,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
22,M,White,Murder and Nonnegligent Manslaughter,Shotgun
22,M,White,Murder and Nonnegligent Manslaughter,Handgun
22,M,White,Murder and Nonnegligent Manslaughter,Shotgun
22,M,White,Murder and Nonnegligent Manslaughter,Handgun
